index	sentence1	sentence2	label
2446	享受慢性病门诊医[MASK]补助[MASK]格后，在省外[MASK]定医疗机[MASK]门诊[MASK]疗补[MASK]病[MASK]的，怎样结算？	恶性肿瘤患者、肾衰竭血液（腹膜）透析患者、系统性红斑狼疮患者、精神病患者和肾（包括肝、骨髓、造血干细胞）移植患者，在本市定点医院（长期异地居住、工作人员在备案居住、工作地定点医院）住院的，不设起付线。	1
2447	享受慢性病门诊医疗[MASK][MASK][MASK]格后，在省外指[MASK]医疗机构门诊治疗补助病种[MASK]，怎样结[MASK][MASK]	三级定点医疗机构，医保基金支付比例为87%；二级定点医疗机构，医保基金支付比例为90%	1
2448	享[MASK]慢[MASK]病门诊医[MASK]补助资格后，在省[MASK][MASK]定医疗[MASK]构[MASK]诊治疗补助病种的，怎样结算？	符合转院条件的病员，由高级别医院转往低级别医院的，转院后不再设起付线；由低级别医院转往高级别医院的，转院后只按两个医院的起付线差额执行。	1
2449	享受慢性[MASK]门诊[MASK]疗补[MASK]资格[MASK]，在省外指定医[MASK]机构门诊治疗[MASK]助病种的，怎样结算[MASK]	参保人员出差、探亲、休假、旅游期间在外地急症住院的，起付线标准提高100元。	1
2450	享受慢[MASK]病门诊医疗补助[MASK][MASK][MASK]，在[MASK]外指定医疗机构[MASK]诊[MASK]疗补[MASK]病种的，[MASK]样结算？	肝、肾、骨髓、造血干细胞移植患者在制药厂或药品批发、零售企业等非医疗机构按医嘱购买的抗排斥药物，视同住院费按市内二级定点医院的相关政策规定报销。	1
2451	享受[MASK][MASK]病门诊[MASK]疗补助资格后，在省外[MASK][MASK]医疗[MASK]构门[MASK]治疗补[MASK]病[MASK]的，怎样结[MASK]？	本市行政区域内的各级党政群机关、事业单位、城镇各类企业和民办非企业单位（统称用人单位），均属我市城镇职工基本医疗保险制度的覆盖范围。	1
2452	享[MASK]慢性病门诊医疗补[MASK]资格后，在[MASK]外指定医疗机[MASK][MASK]诊治[MASK]补助病种的，怎样结算？	   2004年1月1日以前参保并连续缴费至退休的职工，退休时缴纳医疗保险费的年限（含城镇职工基本医疗保险制度改革前的连续工龄或工作年限）必须满20年，不满规定年限的，须一次性补缴不足年限的医保费；	1
2453	[MASK]受慢[MASK]病[MASK][MASK]医疗补[MASK]资格后[MASK]在省外[MASK]定医疗机构门诊治疗补[MASK][MASK]种的，怎样[MASK][MASK]？	从参保生效并连续缴费满6个月后开始享受医保基金按规定支付住院医疗费的待遇。	1
2454	[MASK][MASK]慢性[MASK]门诊医疗补[MASK][MASK][MASK]后，在省外[MASK]定医疗机构门诊治疗[MASK]助病种的，怎样结算？	恶性肿瘤门诊放(化)疗、肾衰竭门诊透析治疗、系统性红斑狼疮门诊药物治疗及肝、肾、骨髓、造血干细胞移植术后的抗排斥药物治疗费用，每季度视同住院医疗费报销（结算）一次。	1
2455	享受慢[MASK][MASK]门诊医疗补助资[MASK][MASK]，在省外指定医疗机构门诊治疗补助[MASK]种的，怎[MASK]结算？	个人医疗帐户资金用于支付参保人员本人符合规定的门诊医疗费和在定点零售药店购买规定范围内药品的费用，也可用于支付本人住院医疗费中的个人负担部分费用。个人医疗帐户资金包干使用，超支自理，结余滚存，依法继承。	1
2456	享受慢性[MASK]门诊医疗[MASK]助资格后，[MASK]省外指定医疗机构[MASK][MASK]治疗补助病种的，[MASK]样结算？	用人单位职工参保时，按其可预见退休时间和可视同缴费年限的连续工龄或工作年限计算，预期缴费不满规定年限,又有退休后继续享受医保待遇愿望的,可在参保时或退休前的任何时候一次性补缴不足年限的医保费，年补费标准为补费当年我市参保职工的平均缴费额（即：补费上一年度全市职工年平均工资乘以补费当年单位、个人缴费比例之和）。	1
2457	享[MASK]慢性病门诊[MASK]疗[MASK]助资[MASK][MASK]，在[MASK]外指定[MASK]疗机构[MASK]诊治疗补助[MASK]种的，[MASK][MASK]结算？	三级定点医疗机构，医保基金支付比例为93%；二级定点医疗机构，医保基金支付比例为96%	1
2458	享受慢[MASK]病门[MASK]医疗补助[MASK]格后，在[MASK]外指定医疗机[MASK][MASK]诊治疗补[MASK][MASK]种的，怎[MASK]结[MASK][MASK]	医保基金支付参保人员住院费，要设立年度最高限额（封顶线），我市现行年度最高限额（封顶线）为50000元/人。	1
2459	[MASK][MASK]慢性病门诊医疗[MASK]助[MASK][MASK][MASK]，在[MASK]外[MASK][MASK]医疗机构门诊治疗补助病[MASK]的，怎样[MASK]算？	经批准转往市外上级医院住院的，医保基金支付比例降低5个百分点	1
2460	享受慢[MASK]病门诊医[MASK]补助[MASK]格后，在省外指定[MASK]疗机构门[MASK]治疗[MASK]助病种的[MASK]怎样结算？	出差、探亲、休假、旅游期间在备案居住（工作）地以外地方（包括攀枝花市）急症住院的降低10个百分点。	1
2461	享[MASK]慢性病[MASK]诊[MASK]疗补助资[MASK]后，在省[MASK]指定医[MASK][MASK]构门诊治疗补助病种的，[MASK]样[MASK][MASK][MASK]	用人单位的退休人员随本单位在职职工一起参加基本医疗保险,本人不缴纳基本医疗保险费。	1
2462	[MASK]受慢性病门[MASK][MASK]疗补助[MASK]格后，在[MASK]外[MASK][MASK]医疗机构门诊治疗补助病种的，怎样结算？	以改制当年我市在职职工的平均缴费标准,为改制时已经退休人员和五年内将退休人员一次性缴纳12年的基本医疗保险费，五年内将退休人员正式退休前个人应缴纳的2%部分医疗保险费，由改制单位一次性代收后一并向社保基金征缴机构缴纳。	1
2463	享受[MASK][MASK]病门诊医疗补助资格后，[MASK]省外指定医疗机构门诊[MASK]疗[MASK]助病种的，怎样结算？	参保人员在定点医疗机构住院发生的医疗费，按照四川省基本医疗保险 “三个目录”的规定划分为甲、乙、丙三类。甲类住院费直接纳入医保基金支付范围按规定比例支付，乙类住院费先由本人负担15％后再纳入医保基金支付范围按规定比例支付，丙类住院费（即基本医疗保险“三个目录”范围外的费用）全部由个人负担。	1
2464	享受慢性病门[MASK]医疗补助资[MASK]后，在省[MASK][MASK]定医疗机构门诊治疗补助病种的，[MASK][MASK]结算？	病员要求变更就医医疗机构的，原则上在每年1月上旬和7月上旬通过单位经办人员书面申请，变更后原则上1年内不受理再变更申请。	1
2465	享受慢[MASK]病[MASK]诊医疗补助[MASK][MASK]后，在[MASK][MASK][MASK]定医疗机构门诊治疗补助病种的，怎样结算？	1、强制参保原则。所有用人单位及其职工必须按照《中华人民共和国劳动法》及其相关法律法规的规定参加基本医疗保险。2、属地参保原则。用人单位及其职工应当在当地参加基本医疗保险。3、整体参保原则。用人单位的全体在册职工和退休人员必须整体参加基本医疗保险，不能一部分人参保，一部分人不参保。4、权利义务对应原则。办理参保手续并按规定履行了缴费义务的用人单位，其职工和退休人员才具有享受基本医疗保险待遇的权利。	1
2466	享受慢性病门诊医疗补助[MASK]格后，在省外[MASK]定医疗机[MASK]门诊治疗补助病种的，[MASK]样[MASK]算[MASK]	2005年1月1日及其以后参保并连续缴费至退休和虽然在此前参保但中断缴费1年以上在2005年1月1日以后续保的职工，退休时缴纳医疗保险费的年限男必须满30年、女必须满25年（其中实际缴费年限必须满15年），不满规定年限的，须一次性补缴不足年限的医保费。	1
2467	享受慢性病门诊医疗补[MASK]资格后，在省[MASK]指定医疗机构门诊[MASK]疗补助[MASK]种的，[MASK][MASK]结算？	缴费年限不够规定年限的参保人员一次性补缴的医保费，全部作为基本医疗保险统筹基金。	1
2468	[MASK][MASK]慢性病门诊医疗补助[MASK]格后，[MASK][MASK]外指定医疗机构门诊治疗补助病[MASK]的，[MASK]样结[MASK]？	取得慢性病门诊医疗补助资格的参保人员，自取得补助资格之日起门诊治疗补助病种并属于基本医疗保险基金支付范围的医疗费，按60% 报销补助，一个统筹年度内累计补助的最高限额为2400元。	1
2469	享受[MASK][MASK]病[MASK]诊医疗补助资[MASK]后，在省[MASK]指定医疗机构门诊治疗补助病种的，怎[MASK]结算[MASK]	参保人员在市内指定医疗机构门诊治疗补助病种，通过医保网络系统实行医疗机构前台结算，属于医保基金支付的门诊补助费用由医疗机构定期与医保经办机构结算，个人负担部分费用由病员用现金或本人医疗账户资金支付。	1
2470	享[MASK]慢性病门诊医疗补助资[MASK]后，[MASK][MASK][MASK]指定医疗机构门诊治疗补助[MASK]种的，[MASK][MASK]结[MASK]？	三级定点医疗机构，医保基金支付比例为80%；二级定点医疗机构，医保基金支付比例为83%	1
2471	[MASK]受慢性病门诊医疗补助资[MASK][MASK]，[MASK][MASK][MASK]指定医疗机构门诊治[MASK]补助病种的，怎样结[MASK]？	三级定点医疗机构，医保基金支付比例为95%；二级定点医疗机构，医保基金支付比例为98%	1
2472	享受慢性病门诊医疗补助[MASK][MASK][MASK]，[MASK]省[MASK]指定医疗机构[MASK]诊治疗补助病种的，怎样结算？	市内居住的参保人员可到任何方便的定点医疗机构就医。市外居住（工作）的参保人员以本人在市医保局登记备案的定点医院作为补助病种的就医点。	1
2473	享[MASK]慢性病[MASK]诊医疗[MASK][MASK]资[MASK]后[MASK][MASK]省外[MASK][MASK]医[MASK][MASK]构门诊治[MASK]补[MASK]病种[MASK]，怎[MASK]结算？	医保基金支付参保人员住院费，要设立年度最高限额（封顶线），我市现行年度最高限额（封顶线）为50000元/人。	1
2474	享受慢性病门诊医疗补助资格后，在省[MASK]指定医疗机构门诊治疗补助病种的[MASK]怎样结算？	单位经办人员对本单位参保人员提交的资料进行初审后向指定医保经办机构申报，因破产、改制原单位已不存在的退休人员和托管人员，原则上由居住地社区的基层劳动保障站（所）初审后向指定医保经办机构申报。市医保局、市人社局定期组织医、药学专家对申报资料进行审核。符合享受慢性病门诊医疗补助条件的人员名单经公示无异议后，市医保局正式将其纳入享受慢性病门诊医疗补助的人员范围。已取得补助资格的人员申请变更补助病种的，按程序重新申报。	1
2475	享受慢性病门[MASK]医疗补助资[MASK]后，在省[MASK][MASK]定医疗机构门诊治疗补助病种[MASK]，怎[MASK][MASK]算？	起付线标准：三级医院700元，二级医院400元，一级及其以下医疗机构200元（其中，社区卫生服务机构和乡镇卫生院为150元）。50岁以上人员降低100元；统筹年度内多次住院的依次递减100元；传染病患者在市第四人民医院住院的按一级医院的起付线标准执行。起付线降低或递减后低于100元的按100元计算（社区卫生服务机构和乡镇卫生院降低或递减后低于50元的按50元计算）	1
2476	[MASK]受慢性病[MASK]诊医疗补助资格后，在省外指定医疗机构[MASK]诊[MASK]疗补[MASK][MASK][MASK]的，怎样结算？	2004年1月1日至12月31日期间参保并连续缴费至退休和虽然在2004年1月1日以前参保但中断缴费1年以上在2004年续保的职工，退休时缴纳医疗保险费的年限男必须满30年、女必须满25年（其中实际缴费年限必须满10年），不满规定年限的，须一次性补缴不足年限的医保费；	1
2477	享受慢性病门诊医疗补[MASK]资格后，在省[MASK]指定医疗机[MASK]门诊治疗[MASK]助病种的，怎[MASK]结算？	从参保生效并连续缴费满12个月后开始享受医保基金按规定支付住院医疗费的待遇。	1
2478	享受[MASK]性[MASK][MASK]诊医疗补助资格后，[MASK]省外指[MASK]医疗机构门诊治疗补助病[MASK]的，怎样结[MASK]？	以改制当年我市职工的平均缴费标准,为改制方案实施时解除劳动（人事）关系离开单位的人员一次性缴纳1年的基本医疗保险费；	1
2479	取得慢性病门诊医疗补助资格的市内居住人[MASK]，[MASK]计外出两个月以上的，[MASK][MASK]开[MASK]外出期间用药[MASK]	取得慢性病门诊医疗补助资格的市内居住人员，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2480	取得[MASK]性病门诊医[MASK]补[MASK]资格的市内居住人员，预计外[MASK]两个月以上的，[MASK]样开足[MASK]出期间用药？	取得门诊资格的市内居住人员，预计[MASK][MASK]两个月以上的，应在[MASK][MASK]之前到指定医保经办机构办理[MASK][MASK]期间病种门诊的备案手续，经指定医保经办机构同意，可提前开足[MASK][MASK]期间用药，也可在[MASK][MASK]目的地的机构临时门诊就医，[MASK][MASK]归来后凭有效票据按规定报销。	0
2481	取[MASK]慢性[MASK]门诊医疗补助资格的市内居住人员，预计外出[MASK]个月以上的，[MASK]样开足外出[MASK]间用药？	[MASK][MASK]慢性病门诊医疗补助资格的市内居住人员，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2482	[MASK]得慢性病门诊医疗补助资格的市内居住[MASK][MASK]，预计[MASK][MASK]两个月以上的，怎样开足[MASK]出期间[MASK]药？	取得慢性病门诊医疗补助资格的市内居住[MASK][MASK]，预计两个月以上的，应在之前到指定医保经办机构办理期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足期间用药，也可在目的地的医疗机构临时门诊就医，归来后凭有效票据按规定报销。	0
2483	取得慢性病门诊医疗补助资[MASK]的市内居住人员，预计外出两个月以上的，怎[MASK][MASK]足外出期间用药？	取得慢性病门诊医疗补助资格的市内居住人员，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2484	取得[MASK]性病门诊医[MASK]补助资格的[MASK]内居住人员，预计[MASK]出两[MASK]月以上的，怎样开足外出期间用药？	取得慢性病门诊[MASK][MASK]资格的市内居住人员，外出月以上的，应在外出之前到指定医保经办机构办理外出期间病种门诊[MASK][MASK]的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的[MASK][MASK]机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2485	取得慢性病门诊医[MASK][MASK]助资格的[MASK][MASK][MASK]住人员，预计外[MASK]两个月以上的，怎[MASK]开足外出期间[MASK]药[MASK]	取得慢性病门诊资格的人员，预计[MASK][MASK]两个月以上的，应在[MASK][MASK]之前到指定医保经办机构办理[MASK][MASK]期间病种门诊的备案手续，经指定医保经办机构同意，可提前开足[MASK][MASK]期间用药，也可在[MASK][MASK]目的地的机构临时门诊就医，[MASK][MASK]归来后凭有效票据按规定报销。	0
2486	取得慢性病门诊医疗补助资格的市内居住人员，[MASK]计外出两个月以上的，怎[MASK]开足外出期间用药[MASK]	取得[MASK][MASK][MASK]门诊医疗补助资格的市内居住人员，[MASK][MASK]外出两个月的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2487	取得[MASK]性病门诊医疗补助[MASK]格的市内居住人员，预计外出两个月以上的，[MASK]样开足外出期间用药[MASK]	取得慢性病门诊医疗补助资格的市内居住人员，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2488	取得[MASK]性病门诊医疗补助资格的市内居住人员，预计外出两个月以上[MASK]，[MASK][MASK]开足[MASK]出[MASK]间用药[MASK]	取得慢性病门诊医疗补助资格的市内居住人员，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2489	取得慢性病门诊医疗补助资格的市内居住人员，预计外出[MASK]个月[MASK]上的，怎[MASK]开足[MASK]出期间用药？	取得慢性病门诊医疗补助资格的市内居住人员，预计月[MASK][MASK]的，应在之前到指定医保经办机构办理期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足期间用药，也可在目的地的医疗机构临时门诊就医，归来后凭有效票据按规定报销。	0
2490	取得慢性病门诊医疗[MASK][MASK]资格的市[MASK]居住人[MASK]，预计外出两个月以上的，[MASK]样开足[MASK]出期间用药？	取得慢性病门诊医疗资格的市内居住，预计两个月以上的，应在之前到指定医保经办机构办理[MASK][MASK]病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足[MASK][MASK]用药，也可在目的地的医疗机构临时门诊就医，归来后凭有效票据按规定报销。	0
2491	取[MASK]慢性病门诊医疗补[MASK]资格的[MASK]内居住人员，[MASK]计外出两个[MASK]以上的，怎样开足外出期间用药[MASK]	取得慢性病门诊[MASK][MASK]资格的[MASK][MASK]居住人员，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间[MASK][MASK]病种门诊的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2492	取得慢性病门诊医疗补助资格的市内居住人员，预计外出两个月以[MASK]的，怎样开足外出期间用药？	取得慢性病门诊医疗补助资格的市内居住人员，预计外出两个月[MASK][MASK]的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2493	取得慢性病门诊医疗补助资格的市内居住人员，预计外出两个月以上的，怎[MASK]开足[MASK][MASK][MASK]间用药[MASK]	取得慢性病门诊医疗补助资格的市内居住人员，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2494	[MASK]得[MASK][MASK]病门诊医疗补助资格的市内居住人员，预[MASK]外出两[MASK]月以上的，[MASK]样开足外出期间用药？	取得慢性病门诊医疗补助资格的市内居住人员，预计外出[MASK][MASK]月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2495	取得慢性病门诊医疗补助[MASK][MASK]的市内居[MASK]人员，预计外出两个月以上的，[MASK]样开足外出期间[MASK][MASK][MASK]	取得慢性病门诊医疗补助的市内居住人员，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2496	取得慢[MASK]病门诊医疗补助资格的市内居住人员，预计[MASK][MASK]两[MASK]月以[MASK]的，怎[MASK]开足外[MASK]期间用药[MASK]	取得慢性病门诊医疗补助资格的居住人员，预计两个月[MASK][MASK]的，应在之前到指定医保经办机构办理期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足期间用药，也可在目的地的医疗机构临时门诊就医，归来后凭有效票据按规定报销。	0
2497	[MASK]得慢性[MASK]门诊医疗补助[MASK]格的市内居住人员，预计外出两个月以上的，怎[MASK]开足外出期间用药？	取得慢性病门诊医疗补助的市内居住人员，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2498	取得慢性病门诊医疗补助资格的市内居[MASK]人员，预计外出两个月以[MASK]的，[MASK][MASK]开足外出期间用药？	取得慢性病门诊医疗补助资格的市内居住人员，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2499	取得慢性病门诊医[MASK]补助资格的市内居住人员，预计[MASK]出两个月以上的，[MASK]样开[MASK]外[MASK]期间用药？	取得慢性病门诊[MASK][MASK]补助资格的市内居住人员，预计[MASK][MASK]两个月以上的，应在[MASK][MASK]之前到指定医保经办机构办理[MASK][MASK][MASK][MASK]补助病种门诊[MASK][MASK]的备案手续，经指定医保经办机构同意，可提前开足[MASK][MASK][MASK][MASK]用药，也可在[MASK][MASK]目的地的[MASK][MASK]机构临时门诊就医，[MASK][MASK]归来后凭有效票据按规定报销。	0
2500	取得[MASK]性病门诊医疗补助[MASK][MASK][MASK]市内[MASK]住人员，预计外出两个月以上的，怎[MASK]开足外[MASK]期间用药？	取得[MASK][MASK][MASK]门诊医疗补助的市内居住人员，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2501	取得慢性病门诊医疗补助资格的市内居住人员，预[MASK]外出两个月以上的，[MASK]样开足外[MASK]期间用药？	取得慢性病门诊医疗补助[MASK][MASK]的市内居住人员，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间[MASK][MASK]，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2502	取得慢性病门诊医疗补助资格的[MASK][MASK]居住人员，预计外[MASK][MASK][MASK]月以上的，[MASK][MASK]开足外[MASK]期间[MASK][MASK]？	取得慢性病门诊医疗补助资格的居住人员，预计[MASK][MASK]两个月以上的，应在[MASK][MASK]之前到指定医保经办机构办理[MASK][MASK]期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足[MASK][MASK]期间，也可在[MASK][MASK]目的地的医疗机构临时门诊就医，[MASK][MASK]归来后凭有效票据按规定报销。	0
2503	[MASK]得慢性病门诊[MASK]疗[MASK][MASK]资[MASK]的市内居住人员[MASK]预计外出两个月以上的，怎样开足[MASK]出期间用药？	慢性病门诊医疗[MASK][MASK]资格的市内居住人员，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间[MASK][MASK]病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2504	取得慢性[MASK]门诊医疗补助资格的[MASK]内居住人员，[MASK]计外出两个月以上的，[MASK]样开足外出期间用[MASK][MASK]	取得慢性病门诊医疗补助资格的[MASK][MASK]居住人员，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2505	[MASK]得慢性病门[MASK]医疗补助资格的市内居住人员，预计[MASK]出两个月[MASK]上的，[MASK][MASK]开足[MASK][MASK]期间用药？	慢性病医疗补助资格的市内居住人员，[MASK][MASK][MASK][MASK]两个月以上的，应在[MASK][MASK]之前到指定医保经办机构办理[MASK][MASK]期间补助病种医疗的备案手续，经指定医保经办机构同意，可提前开足[MASK][MASK]期间用药，也可在[MASK][MASK]目的地的医疗机构临时就医，[MASK][MASK]归来后凭有效票据按规定报销。	0
2506	取得慢性病门[MASK]医疗补[MASK]资格的市内居住人员，[MASK][MASK]外出两个月以上的，怎样开足外[MASK]期间用药？	取得慢性病医疗补助资格的市内居住人员，[MASK][MASK]两个月以上的，应在[MASK][MASK]之前到指定医保经办机构办理[MASK][MASK]补助病种医疗的备案手续，经指定医保经办机构同意，可提前开足[MASK][MASK]用药，也可在[MASK][MASK]目的地的医疗机构临时就医，[MASK][MASK]归来后凭有效票据按规定报销。	0
2507	取得慢性病门诊医疗补助资格的市内居[MASK]人员，预计外出两个月以上的，怎[MASK]开足[MASK]出期间用药[MASK]	取得慢性病门诊医疗补助资格的市内居住人员，预计[MASK][MASK]两个月以上的，应在[MASK][MASK]之前到指定医保经办机构办理[MASK][MASK]期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足[MASK][MASK]期间用药，也可在[MASK][MASK]目的地的医疗机构临时门诊就医，[MASK][MASK]归来后凭有效票据按规定报销。	0
2508	取[MASK]慢性[MASK]门诊[MASK]疗补助[MASK]格的市内[MASK]住人员，预计[MASK]出两个月以上[MASK]，怎样开[MASK][MASK][MASK][MASK][MASK][MASK][MASK]？	慢性病门诊医疗补助资格的市内人员，预计[MASK][MASK]两个月以上的，应在[MASK][MASK]之前到指定医保经办机构办理[MASK][MASK][MASK][MASK]补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足[MASK][MASK][MASK][MASK]，也可在[MASK][MASK]目的地的医疗机构临时门诊就医，[MASK][MASK]归来后凭有效票据按规定报销。	0
2509	取得慢性病门诊医疗补助资[MASK]的市内居住人员，预计外出两个[MASK]以上[MASK]，[MASK][MASK][MASK]足[MASK]出期间用药[MASK]	取得慢性病门诊医疗补助的市内居住人员，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2510	取得慢性病门诊医疗补助资格的市内[MASK]住人员，预[MASK]外出两[MASK]月以上的，怎样开足外出期间用药？	取得慢性病门诊医疗补助资格的市内[MASK][MASK]人员，外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2511	取得慢性病[MASK][MASK]医疗[MASK]助资格的市内居住人员，预计[MASK][MASK]两个月以上[MASK]，怎[MASK]开足外[MASK][MASK]间用药？	慢性病医疗补助资格的市内居住人员，预计[MASK][MASK]两个月以上的，应在[MASK][MASK]之前到指定医保经办机构办理[MASK][MASK]补助病种医疗的备案手续，经指定医保经办机构同意，可提前开足[MASK][MASK]用药，也可在[MASK][MASK]目的地的医疗机构临时就医，[MASK][MASK]归来后凭有效票据按规定报销。	0
2512	取得慢性病门诊医疗[MASK]助资[MASK]的[MASK]内居住人员，预计外出[MASK]个月以上的，[MASK]样开足外出期间用药？	取得慢性病门诊医疗补助资格的居住，预计外出两个月以上的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2513	取得慢性[MASK][MASK][MASK]医疗补[MASK]资格的市内居住人员，预计[MASK][MASK]两个月以上的，[MASK]样[MASK]足[MASK]出[MASK]间用[MASK]？	取得慢性病医疗补助资格的市内居住人员，预计[MASK][MASK]两个月以上的，应在[MASK][MASK]之前到指定医保经办机构办理[MASK][MASK]补助病种医疗的备案手续，经指定医保经办机构同意，可提前开足[MASK][MASK]用药，也可在[MASK][MASK]目的地的医疗机构临时就医，[MASK][MASK]归来后凭有效票据按规定报销。	0
2514	取得慢性病门诊医[MASK]补助资格的市内居住人员[MASK]预计外出两个月[MASK]上的，怎样开足外出期间用药？	取得慢性病门诊医疗补助资格的市内居住人员，[MASK][MASK]外出两个月[MASK][MASK]的，应在外出之前到指定医保经办机构办理外出期间补助病种门诊医疗的备案手续，经指定医保经办机构同意，可提前开足外出期间用药，也可在外出目的地的医疗机构临时门诊就医，外出归来后凭有效票据按规定报销。	0
2515	取得慢性病门诊医[MASK]补助资格的市[MASK][MASK][MASK]人员，[MASK]计外[MASK]两个[MASK][MASK][MASK]的，怎[MASK]开足外出[MASK]间[MASK]药[MASK]	取得慢性病门诊[MASK][MASK]补助资格的[MASK][MASK][MASK][MASK]人员，预计[MASK][MASK]两个月的，应在[MASK][MASK]之前到指定医保经办机构办理[MASK][MASK]期间补助病种门诊[MASK][MASK]的备案手续，经指定医保经办机构同意，可提前开足[MASK][MASK]期间用药，也可在[MASK][MASK]目的地的[MASK][MASK]机构临时门诊就医，[MASK][MASK]归来后凭有效票据按规定报销。	0
